CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
SF75085,Destroy / damage sluice etc to take / destroy fish,Contrary to section 5(3) of and Schedule 4 to the Salmon and    Freshwater Fisheries Act 1975.,CE,Y,Y,,13-Mar-15,N,N,3
SF75086,Taking of salmon/trout - unauthorised fishing weir,Contrary to Section 7(1) and (4) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75087,Facilitate taking salmon/trout - unauthorised fishing weir,Contrary to Section 7(1) and (4) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75088,Use weir which contravened subsection 7(2),Contrary to Section 7(2) and (4) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75089,Make alteration in the bed of a river to reduce flow,Contrary to Section 7(2) and (4) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75090,Use unauthorised fishing mill dam to take fish,Contrary to Section 8(1) and (3) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75091,Use unauthorised fishing mill dam to facilitate taking fish,Contrary to Section 8(1) and (3) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75092,Use fishing mill dam not maintained/no valid pass,Contrary to Section 8(2) and (3)(b) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75093,Attempt to use fishing mill dam not maintained/no valid pass,Contrary to Section 8(2) and (3)(b) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75094,Wilfully alter or injure a fish pass,Contrary to Section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75095,Do an act to obstruct salmon/trout using fish pass,Contrary to Section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75096,Do an act rendering a fish pass less efficient,Contrary to Section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75097,Altered dam rendering a fish pass less efficient,Contrary to Section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75098,Alter bed of river rendering fish pass less efficient,Contrary to Section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75099,Use contrivance to prevent fish passing through fish pass,Contrary to section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75100,Do an act to prevent fish passing through fish pass,Contrary to section 12(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75101,Do an act to prevent trout/salmon passing through fish pass,Contrary to Section 12(3)(a) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75102,Take salmon/trout in its passage through a fish pass,Contrary to Section 12(3)(a) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75103,Attempt to take trout/salmon in passage through fish pass,Contrary to Section 12(3)(a) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,01-Jan-75,N,N,S
SF75104,Place an obstruction to scare / deter trout / salmon,Contrary to section 12(3)(b) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75105,Use contrivance to scare / deter trout / salmon,Contrary to section 12(3)(b) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75106,Do an act to scare / deter trout / salmon,Contrary to section 12(3)(b) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75107,Fail to keep sluice shut - trout / salmon,Contrary to section 13(1) and (2) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75114,Obstruct person authorised under section 9 / 10 / 15,Contrary to section 18(1) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,02-Jan-75,N,N,S
SF75115,Owner of dam / fish pass fail to make / maintain it,Contrary to section 9(1)(a) and (2) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,04-Jan-75,N,N,S
SF75116,Occupier of dam / fish pass fail to make / maintain it,Contrary to section 9(1)(a) and (2) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,04-Jan-75,N,N,S
SF75117,Owner fail to maintain destroyed / altered fish dam,Contrary to section 9(1)(b) and (2) of and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,04-Jan-75,N,N,S
SF75118,Occupier fail to maintain destroyed / altered fish dam,Contrary to section 9(1)(b) and (2) of the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,04-Jan-75,N,N,S
SF75119,Obstruct a water bailiff / appointed person,Contrary to section 31(2) and Schedule 4 to the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,25-Aug-05,N,N,S
SF75120,Introduce fish / spawn of fish into inland water without Agency consent,,CS,N,N,,10-Aug-06,N,N,S
SF75121,Possess fish / spawn of fish with intent to introduce it into inland water without Agency consent,,CS,N,N,,10-Aug-06,N,N,S
SF75122,Fish / take fish by other than licensable means in circumstances where fish / taking may be authorised,Contrary to section 27B(1)(a) of the Salmon and Freshwater Fisheries Act 1975.,CE,N,N,,14-Mar-15,N,N,3
SF75123,Fish / take fish by other than licensable means in circumstances where not authorised to fish / take fish,Contrary to section 27B(1)(b) of the Salmon and Freshwater Fisheries Act 1975.,CS,N,N,,14-Mar-15,N,N,3
SF75124,Possess unlicenced instrument with intent to fish / take fish with a s.27A authority,Contrary to section 27B(2)(a) of the Salmon and Freshwater Fisheries Act 1975.,CE,N,N,,14-Mar-15,N,N,3
SF75125,Possess unlicenced instrument with intent to fish / take fish without a s.27A authority,Contrary to section 27B(1)(b) of the Salmon and Freshwater Fisheries Act 1975.,CE,N,N,,15-Mar-15,N,N,3
SF86001,Handling fish in suspicious circumstances,Contrary to Section 32 of the Salmon Act 1986,CE,N,N,,02-Jan-86,N,N,3
SG09001,Keeper of animals fail to comply with the requirements re: holding register,"Contrary to Article 21(1) of the Sheep and Goats (Records, Identification and Movement)(England) Order 2009 and sections 73 and 75 Animal Health Act 1981.",CS,Y,Y,,31-Dec-09,N,N,S
SG09002,Keeper onto whose holding animal has been moved - fail to keep copy of the movement document provided by transporter,"Contrary to Article 22(10) of the Sheep and Goats (Records, Identification and Movement)(England) Order 2009 and sections 73 and 75 Animal Health Act 1981.",CS,Y,Y,,31-Dec-09,N,N,S
SG09003,Keeper on the holding of destination failed to notify central database operator of the receipt of animals,"Contrary to Article 23(2) of the the Sheep and Goats (Records, Identification and Movement)(England) Order 2009 and sections 73 and 75 Animal Health Act 1981.",CS,Y,Y,,31-Dec-09,N,N,S
SG09004,Fail to notify Secretary of State within 30 days after beginning to keep animals on a holding,"Contrary to Article 24A(1) &amp; (3) of the the Sheep and Goats (Records, Identification and Movement)(England) Order 2009 and sections 73 and 75 Animal Health Act 1981.",CS,Y,Y,,06-Apr-16,N,N,S
SG15001,Failed to make an annual inventory of animals on holding within 30 days of date specified by the Welsh Ministers,"Contrary to Regulation 27 of The Sheep and Goats (Records, Identification and Movement) (Wales) Order 2015 and sections 73 and 75 of the Animal Health Act 1981.",CS,Y,Y,,01-Jan-16,N,N,S
SG75001,Holder or responsible person contravene safety certificate terms and conditions,Contrary to section 12(1)(d) and (3)  of the Safety of Sports Grounds Act 1975.,CE,Y,Y,,05-Jan-75,N,N,3
SH67001,"Dredge, fish or take shellfish in contravention of a restriction or regulation or without paying toll or royalty",Contrary to section 3(3) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67001B,Aid abet dredging fishing for / taking shellfish contrary to restriction / regulation in Order,Contrary to section 3 of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,13-Mar-15,N,N,S
SH67002,Failing to pay toll or royalty when Dredging fishing for or taking shellfish,,CS,N,N,,01-Jan-67,N,N,S
SH67003,Obstruct an inspector / authorised person under Sea Fisheries (Shellfish) Act 1967,Contrary to section 5(7) of The Sea Fisheries (Shellfish) Act 1967,CS,N,N,,02-Jan-67,N,N,S
SH67004,Refuse / fail without reasonable excuse to provide information required by inspector / authorised person,Contrary to section 5(7) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67005,Person not grantee / owner / agent / employee use fishing implement within fishery,Contrary to section 7(4)(a) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67006,Person not grantee / owner / agent / employee dredge for ballast / other substance without authority,Contrary to section 7(4)(b) of the Sea Fisheries (Shellfish) Act 1967.,CS,Y,N,,03-Jan-67,N,N,S
SH67007,Person not grantee / owner / agent / employee deposit ballast / rubbish / other substance,Contrary to section 7(4)(c) of The Sea Fisheries (Shellfish) Act 1967,CS,N,N,,02-Jan-67,N,N,S
SH67008,Person not grantee / owner / agent / employee place implement / apparatus / thing prejudicial shellfish etc,Contrary to section 7(4)(d) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67009,Person not grantee / owner / agent / disturb / injure shellfish / bed / fishery except for lawful purpose,Contrary to                               section 7(4)(e) of the Sea Fisheries (Shellfish)Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67010,Contravene Secretary of State's Order concerning depositing or importing shellfish,Contrary to section 14(2) Sea Fisheries (Shellfish) Act 1967.,CS,Y,Y,,03-Jan-67,N,N,S
SH67011,Obstruct an inspector in the exercise of rights under section 14 of the Sea Fisheries (Shellfish) Act 1967,Contrary to section 14(5) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67012,"Sell, expose for sale, buy for sale, consign for sale oysters between 14th May and 4th August",Contrary to section 16(1) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67013,Exposing for sale oysters between 14 May and 4 August,,CS,N,N,,01-Jan-67,N,N,S
SH67014,Buying for sale oysters between 14 May and 4 August,,CS,N,N,,01-Jan-67,N,N,S
SH67015,Consigning for sale oysters between 14 May and 4 August,,CS,N,N,,01-Jan-67,N,N,S
SH67016,"Take, possess, sell, buy, consign edible crab with spawn attached to tail / exterior / which had cast its shell",Contrary to section 17(1) and (4) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67017,Possessing edible crab with spawn attached to tail or exterior or which has recently cast its shell,,CS,N,N,,01-Jan-67,N,N,S
SH67018,Selling edible crab with spawn attached to tail or exterior or which has recently cast its shell,,CS,N,N,,01-Jan-67,N,N,S
SH67019,Exposing for sale edible crab with spawn attached to tail or exterior or which has recently cast its shell,,CS,N,N,,01-Jan-67,N,N,S
SH67020,Buying for sale edible crab with spawn attached to tail or exterior or which has recently cast its shell,,CS,N,N,,01-Jan-67,N,N,S
SH67021,Consigning for sale edible crab with spawn attached to tail or exterior or which has recently cast its shell,,CS,N,N,,01-Jan-67,N,N,S
SH67022,"Land, sell, expose, offer or possess for the purpose of sale, lobster with spawn attached to tail / exterior",Contrary to section 17(3) and (4) of the Sea Fisheries (Shellfish) Act 1967.,CS,N,N,,03-Jan-67,N,N,S
SH67023,Selling edible crab with spawn attached to tail or exterior contrary to Secretary of State's Order,,CS,N,N,,01-Jan-67,N,N,S
SH67024,Exposing for sale edible crab with spawn attached to tail or exterior contrary to Secretary of State's Order,,CS,N,N,,01-Jan-67,N,N,S
SH67025,Offering for sale edible crab with spawn attached to tail or exterior contrary to Secretary of State's Order,,CS,N,N,,01-Jan-67,N,N,S
SH67026,Possessing for sale edible crab with spawn attached to tail or exterior contrary to Secretary of State's Order,,CS,N,N,,01-Jan-67,N,N,S
SH68001,Master of sea-fishing vessel being within British waters without having official papers,,CS,N,Y,,01-Jan-68,N,N,S
SH68002,Master of British sea-fishing vessel having no official papers,,CS,N,Y,,01-Jan-68,N,N,S
SH87001,Resisting sheriff in the execution of a writ,,CI,N,Y,,01-Jan-87,N,N,3
SL74016,Wilfully obstructing person authorised to exercise power of entry and inspection with regard to humane slaughtering of,,CS,N,Y,,01-Jan-74,N,N,S
RC86115,Use diesel engine with excess fuel device not properly maintained,,CM,N,N,,24-Aug-05,N,N,S
RC86116,Use a vehicle - rear projection between 1 and 2 metres not clearly visible,"Contrary to regulation 82(7) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,29-Jan-06,N,N,S
RC86119,Use vehicle carrying load / appliance / apparatus rear projection exceeding 2m but less than 3.05m not properly marked,"Contrary to regulation 82(7) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,28-Jan-06,N,N,S
RC86120,Use a vehicle - rear projection exceeding 3.05 metres - conditions not complied with,"Contrary to regulation 82(7) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,31-Jan-06,N,N,S
RC86121,Use motor vehicle - mixing tyres on steerable and driven axles,"Contrary to regulation 26(4) of the Road Vehicles    (Construction and Use) Regulations 1986, section 41A of the Road    Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,CU30,27-Jan-06,N,N,S
RC86122,Use trailer - manufacturer's plate not displayed,"Contrary to regulation 66(2) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,23-Feb-06,N,N,S
RC86124,Use on a road a locomotive / motor tractor / bus no conspicuous external nearside marking of its unladen weight,"Contrary to regulation 71(2)(a) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,12-Mar-15,N,N,S
RC86126,Speeding - use low platform trailer exceeding 40 miles per hour,"Contrary to regulation 100A(1) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,22-Jul-07,N,N,S
RC86127,Speeding - use restricted speed vehicle exceeding 50 miles per hour,"Contrary to regulation 100A(2)of the Road Vehicles (Construction and Use) Regulations 1986, section    42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,20-Jul-07,N,N,S
RC86129,Use on a road an unbraked wheeled trailer with no conspicuous external nearside marking of max gross weight,"Contrary to regulation 71(2)(b) of the Road Vehicles (Construction and Use) Regulations 1986, section 41B of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,14-Mar-15,N,N,S
RC86132,Use on a road a motorcycle when suitable foot supports / rests were not available for the passenger,"Contrary to regulation 102 of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,07-Nov-05,N,N,S
RC86139,Open a vehicle door so as to injure / endanger a person,"Contrary to regulation 105 of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,27-Jan-06,N,N,S
RC86140,Reverse a motor vehicle unnecessarily on a road,"Contrary to regulation 106 of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,29-Jan-06,N,N,S
RC86143,Use motor vehicle on a road when television receiving / cinematographic apparatus was visible to the driver,"Contrary to regulation 109 of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,30-Jan-06,N,N,S
RC86199,Use an articulated vehicle on a road where the laden weight exceeded the permitted maximum,"Contrary to regulation 77(1) of the Road Vehicles (Construction and Use) Regulations 1986, section 41B of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,12-Mar-15,N,N,S
RC86201,Use on a road a vehicle exceeding maximum permitted wheel and axle weight,"Contrary to regulation 78(1) of the Road Vehicles (Construction and Use) Regulations 1986, section 41B of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,12-Mar-15,N,N,S
RC86212,Use a vehicle altered to run on leaded petrol,"Contrary to  regulation 39A of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,28-Jan-06,N,N,S
RC86213,Use vehicle fuel tank not properly constructed,"Contrary to regulation 39B of the Road Vehicles    (Construction and Use) Regulations 1986, section 42 of the Road    Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,28-Jan-06,N,N,S
RC86235,Exceeding specified limit for exhaust emission,,CM,N,N,,01-Oct-94,N,N,S
RC86236,Vehicle defect - use a motor vehicle fitted with a defective horn,"Contrary to regulation 37(2) of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,30-Jan-06,N,N,S
RC86238,Use a goods vehicle on a road without a ministry plate fitted,"Contrary to regulation 70 of the Road Vehicles (Construction and Use) Regulations 1986, section 42 of the Road Traffic Act 1988 and Schedule 2 to the Road Traffic Offenders Act 1988.",CM,N,N,,01-Jul-06,N,N,S
RP83150,Assistant to blind voter communicate information relating to vote,Contrary to section 66(5) and (6) of the Representation of the People Act 1983.,CS,Y,Y,,01-Jan-07,N,N,S
RP83151,Fail to comply with conditions imposed in pursuance of rule 57 of the parliamentary elections rules,Contrary to section 66B(1)(a) and (5) of the Representation of the People Act 1983.,CS,N,N,,01-Jan-07,N,N,S
RP83152,Fail to take appropriate steps when supervising person failing to comply with parliamentary elections rule 57,Contrary to section 66B(1)(b) and (5) of the Representation of the People Act 1983.,CS,N,N,,01-Jan-07,N,N,S
RP83153,Provide money or property to person other than candidate or agent for purpose of meeting election expenses,Contrary to sections 71A(3) and 169 of the Representation of the People Act 1983.,CS,N,N,,01-Jul-01,N,N,S
RP83154,Pay candidate's election expenses other than through agent,Contrary to sections 73(6) and 169 of the Representation of the People Act 1983.,CS,N,N,,01-Jul-01,N,N,S
RP83155,Communicate information as to official mark obtained at polling station before closure of poll,Contrary to section 66(4)(a) and (6) of the Representation of the People Act 1983.,CS,Y,Y,,15-Mar-83,N,N,S
RP83156,Furnish rule 6A certificate to returning officer knowing candidate is standing elsewhere,Contrary to sections 65A(1)(c) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,01-Jan-07,N,N,3
RP83157,Knowingly make false permitted expenditure return,Contrary to sections 75ZB(4) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,01-Jul-14,N,N,3
RP83158,Fail to deliver election expenses return or declaration to appropriate officer,Contrary to sections 75(5) and 169 of the Representation of the People Act 1983.,CS,N,N,,01-Oct-85,N,N,S
RP83159,Fail to deliver permitted expenditure return or declaration,Contrary to sections 75ZB(3) and 169 of the Representation of the People Act 1983.,CS,N,N,,01-Jul-14,N,N,S
RP83160,Incur election expenses in excess of maximum amount,Contrary to sections 76(1B) and 169 of the Representation of the People Act 1983.,CS,N,N,,11-Sep-06,N,N,S
RP83161,Incur general election expenses in excess of pre-candidacy maximum,Contrary to sections 76ZA(5) and 169 of the Representation of the People Act 1983.,CS,N,N,,25-Nov-09,N,N,S
RP83162,Fail to deliver expenses return in accordance with section 81,"Contrary to sections 81, 84 and 169 of the Representation of the People Act 1983.",CS,N,N,,01-Jul-01,N,N,S
RP83163,Election agent/candidate fail to accompany expenses return with declaration,"Contrary to sections 82, 84 and 169 of the Representation of the People Act 1983.",CS,N,N,,14-Dec-99,N,N,S
RP83164,Parish/community council candidate pay sum or incur election expenses,Contrary to sections 90(2) and 169 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83165,Include matter in broadcast from outside UK with intent to influence voting,Contrary to sections 92(2) and 169 of the Representation of the People Act 1983.,CS,N,N,,29-Dec-03,N,N,S
RP83166,Issue imitation poll card for purpose of promoting or procuring election of candidate at election,Contrary to sections 94(1) and 169 of the Representation of the People Act 1983.,CS,N,N,,01-Oct-85,N,N,S
RP83167,Election officer or clerk act as candidates agent,Contrary to section 99(1) and (2) of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83168,Police officer canvass voter at election,Contrary to section 100(1) and (2) of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83169,Knowingly publish false statement of candidates withdrawal from election,Contrary to sections 106(5) and 169 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83170,Corruptly induce or procure candidate to withdraw from being candidate at election,Contrary to sections 107 and 175 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83171,Withdraw election candidacy in pursuance of corrupt inducement or procurement,Contrary to sections 107 and 175 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83172,"Pay for exhibition of election address, bill or notice promoting election candidate",Contrary to sections 109(2)(a) and 169 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83173,"Knowingly receive payment for exhibition of election address, bill or notice promoting election candidate",Contrary to sections 109(2)(b) and 169 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83174,"Promote, publish or print multiple sheet document re:election candidate without printer/publisher details","Contrary to section 110(2)(a), (5) and (9) of the Representation of the People Act 1983.",CS,N,N,,01-Jan-07,N,N,S
RP83175,Print/publish newspaper advert re: election candidate without printer/publisher/promoter details,"Contrary to section 110(2)(a), (6) and (9) of the Representation of the People Act 1983.",CS,N,N,,01-Jan-07,N,N,S
RP83176,Candidate/agent print/publish/promote publication re candidate without printer/publisher details on single sheet,"Contrary to sections 110(2)(a), (4), (9) and (12) and 169 of the Representation of the People Act 1983.",CS,N,N,,01-Jan-07,N,N,S
RP83177,Candidate/agent print/publish publication re candidate without printer/publisher details on multiple sheets,"Contrary to sections 110(2)(a), (5), (9) and (12) and 169 of the Representation of the People Act 1983.",CS,N,N,,15-Mar-83,N,N,S
RP83178,Candidate/agent print/publish/promote newspaper advert re election candidate without printer/publisher details,"Contrary to sections 110(2)(a), (6), (9) and (12) and 169 of the Representation of the People Act 1983.",CS,N,N,,15-Mar-83,N,N,S
RP83179,Candidate/agent print/publish publication promoting election candidate without printer/publisher details on publication,"Contrary to sections 110(2)(b), (10) and (12) and 169 of the Representation of the People Act 1983.",CS,N,N,,01-Jan-07,N,N,S
RP83180,Engage or employ paid canvasser to promote candidates election,Contrary to sections 111(a) and  175 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83181,Paid as a canvasser to promote candidates election,Contrary to sections 111(b) and 175 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83182,Knowingly provide money for unlawful purpose concerning election,Contrary to sections 112 and 175 of the Representation of the People Act 1983.,CS,N,N,,15-Mar-83,N,N,S
RP83183,Corruptly give money or procure office on account of voter voting or refraining to vote,Contrary to sections 113(1) and (2)(b) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83184,Make gift to person to procure return of election candidate,Contrary to sections 113(1) and (2)(c) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83185,Receive gift to procure vote of voter or return of candidate at election,Contrary to sections 113(1) and (2) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83186,Pay or advance money to be expended in bribery at election,Contrary to sections 113(1) and (3) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83187,Receive money or consideration for voting or refraining from voting at election,Contrary to sections 113(1) and (5) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83188,Receive money or consideration on account of person voting or refraining from voting at election,Contrary to sections 113(1) and (6) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83189,"Elector or proxy corruptly accept meat, drink, entertainment or provision provided to influence voting",Contrary to sections 114(3) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,15-Mar-83,N,N,3
RP83190,Impede or prevent elector or proxy from voting,Contrary to sections 115(2)(b) and 168(1) of the Representation of the People Act 1983.,CE,Y,Y,,11-Sep-06,N,N,3
RP83191,Give money or procure office to bribe voter to vote or refrain from voting,Contrary to sections 113(1) and (2)(a) and 168(1) of the Representation of the People Act 1983,CE,Y,Y,,15-Mar-83,N,N,3
RP83192,"Corruptly provide treat in form of meat, drink, entertainment, provision to influence voting at election",Contrary to sections 114(1) and (2) and 168(1) of the Representation of the People Act 1983,CE,Y,Y,,15-Mar-83,N,N,3
RP83501,Application to extend the time limit to commence prosecution,Pursuant to section 176(2B) of the Representation of the People Act 1983.,CR,N,N,,02-Jan-83,N,N,3
RP97001,In a Royal Park / open space when not open to the public - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 2(1) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97002,Land in / enter from a helicopter / aircraft a Royal Park - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 2(2) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97003,Permit animal to be in a Royal Park in contravention of a notice - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 2(3) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97004,Interfere with safety / comfort / convenience of a person using a Royal Park,Contrary to regulation 3(1) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,05-Oct-97,N,N,S
RP97005,Deposit waste / litter etc to pollute a fountain / lake / pond / river - Royal Parks and Other Open Spaces Reg's 97,Contrary to regulation 3(2) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,03-Oct-97,N,N,S
RP97006,Drop / leave litter / refuse in a Royal Park or other open space,Contrary to regulation 3(3) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,05-Oct-97,N,N,S
RP97007,Use p/cycle / skates / blade / board / foot-propelled device in a Royal Park or other open spaces,Contrary to regulation 3(4) of the Royal Parks and Other Open Spaces Regulations 1997 and section 2 of the Parks Regulation (Amendment) Act 1926.,CS,N,N,,07-Oct-97,N,N,S
